# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2035503	2036021	+	AQQ60238.1			hypothetical protein			XJ32_09215	519	172	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2036113	2036685	+							XJ32_09220	573		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2036113	2036685	+	AQQ60239.1			hypothetical protein			XJ32_09220	573	190	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2036738	2037637	-							XJ32_09225	900		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2036738	2037637	-	AQQ60240.1			hypothetical protein			XJ32_09225	900	299	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2037657	2038436	-							XJ32_09230	780		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2037657	2038436	-	AQQ60241.1			hypothetical protein			XJ32_09230	780	259	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2038815	2039261	-							XJ32_09235	447		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2038815	2039261	-	AQQ60242.1			deoxyuridine 5'-triphosphate nucleotidohydrolase			XJ32_09235	447	148	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2039282	2040181	-							XJ32_09240	900		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2039282	2040181	-	AQQ60243.1			glycyl-tRNA synthetase subunit alpha			XJ32_09240	900	299	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2040542	2040901	+				hypothetical protein			XJ32_09245	360		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2041157	2041843	-							XJ32_09250	687		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2041157	2041843	-	AQQ60244.1			triosephosphate isomerase			XJ32_09250	687	228	
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2042237	2042312	-							XJ32_09255	76		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2042237	2042312	-				tRNA-Val			XJ32_09255	76		anticodon=GAC
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2042558	2042634	-							XJ32_09260	77		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2042558	2042634	-				tRNA-Arg			XJ32_09260	77		anticodon=GCG
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2042903	2045374	+							XJ32_09265	2472		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2042903	2045374	+	AQQ60245.1			TonB-dependent receptor			XJ32_09265	2472	823	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2045507	2046079	+							XJ32_09270	573		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2045507	2046079	+	AQQ60246.1			hypothetical protein			XJ32_09270	573	190	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2046222	2046944	+							XJ32_09275	723		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2046222	2046944	+	AQQ60247.1			hypothetical protein			XJ32_09275	723	240	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2047297	2048628	-							XJ32_09280	1332		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2047297	2048628	-	AQQ60248.1			signal recognition particle			XJ32_09280	1332	443	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2048773	2049516	+							XJ32_09285	744		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2048773	2049516	+	AQQ60249.1			ubiquinone biosynthesis methyltransferase UbiE			XJ32_09285	744	247	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2049517	2050134	+							XJ32_09290	618		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2049517	2050134	+	AQQ60250.1			hypothetical protein			XJ32_09290	618	205	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2050148	2050846	-							XJ32_09295	699		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2050148	2050846	-	AQQ60251.1			hypothetical protein			XJ32_09295	699	232	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2051320	2052327	+							XJ32_09300	1008		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2051320	2052327	+	AQQ60252.1			hypothetical protein			XJ32_09300	1008	335	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2052374	2053216	-							XJ32_09305	843		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2052374	2053216	-	AQQ60749.1			hypothetical protein			XJ32_09305	843	280	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2053995	2054750	-							XJ32_09310	756		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2053995	2054750	-	AQQ60750.1			hypothetical protein			XJ32_09310	756	251	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2054876	2055628	-							XJ32_09315	753		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2054876	2055628	-	AQQ60253.1			lipoprotein			XJ32_09315	753	250	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2055749	2056408	-							XJ32_09320	660		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2055749	2056408	-	AQQ60254.1			hypothetical protein			XJ32_09320	660	219	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2056444	2058672	-							XJ32_09325	2229		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2056444	2058672	-	AQQ60751.1			organic solvent tolerance protein			XJ32_09325	2229	742	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2058945	2059496	-							XJ32_09330	552		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2058945	2059496	-	AQQ60255.1			hypothetical protein			XJ32_09330	552	183	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2059902	2060468	+							XJ32_09335	567		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2059902	2060468	+	AQQ60256.1			hypothetical protein			XJ32_09335	567	188	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2060555	2061667	-							XJ32_09340	1113		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2060555	2061667	-	AQQ60257.1			hypothetical protein			XJ32_09340	1113	370	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2062107	2062919	-							XJ32_09345	813		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2062107	2062919	-	AQQ60258.1			hypothetical protein			XJ32_09345	813	270	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2064049	2064279	+							XJ32_09350	231		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2064049	2064279	+	AQQ60259.1			hypothetical protein			XJ32_09350	231	76	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2064288	2064560	+							XJ32_09355	273		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2064288	2064560	+	AQQ60260.1			RelE/StbE family addiction module toxin			XJ32_09355	273	90	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2064578	2066803	+				relaxase			XJ32_09360	2226		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2066874	2067137	+							XJ32_09365	264		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2066874	2067137	+	AQQ60261.1			hypothetical protein			XJ32_09365	264	87	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2068750	2069877	-							XJ32_09370	1128		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2068750	2069877	-	AQQ60262.1			site-specific recombinase			XJ32_09370	1128	375	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2069926	2070699	-							XJ32_09375	774		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2069926	2070699	-	AQQ60263.1			thiazole synthase			XJ32_09375	774	257	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2071074	2071574	+							XJ32_09380	501		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2071074	2071574	+	AQQ60264.1			thiol peroxidase			XJ32_09380	501	166	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2071981	2072400	+							XJ32_09385	420		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2071981	2072400	+	AQQ60265.1			transcriptional regulator			XJ32_09385	420	139	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2072519	2073283	+							XJ32_09390	765		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2072519	2073283	+	AQQ60266.1			hypothetical protein			XJ32_09390	765	254	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2074239	2074682	+				hypothetical protein			XJ32_09395	444		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2074868	2075530	+							XJ32_09400	663		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2074868	2075530	+	AQQ60267.1			transcriptional regulator			XJ32_09400	663	220	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2075684	2076718	-							XJ32_09405	1035		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2075684	2076718	-	AQQ60268.1			SAM domain-containing protein			XJ32_09405	1035	344	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2077014	2077520	-							XJ32_09410	507		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2077014	2077520	-	AQQ60269.1			hypothetical protein			XJ32_09410	507	168	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2077697	2079349	-							XJ32_09415	1653		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2077697	2079349	-	AQQ60270.1			DNA primase			XJ32_09415	1653	550	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2079563	2081530	-							XJ32_09420	1968		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2079563	2081530	-	AQQ60271.1			hypothetical protein			XJ32_09420	1968	655	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2082771	2083973	+							XJ32_09425	1203		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2082771	2083973	+	AQQ60272.1			hypothetical protein			XJ32_09425	1203	400	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2083896	2084525	-							XJ32_09430	630		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2083896	2084525	-	AQQ60273.1			hypothetical protein			XJ32_09430	630	209	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2084522	2085751	-							XJ32_09435	1230		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2084522	2085751	-	AQQ60274.1			restriction endonuclease BslI			XJ32_09435	1230	409	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2085765	2086550	+							XJ32_09440	786		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2085765	2086550	+	AQQ60275.1			hypothetical protein			XJ32_09440	786	261	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2088205	2088597	+				hypothetical protein			XJ32_09445	393		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2089189	2089512	+				hypothetical protein			XJ32_09450	324		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2090585	2090986	+				hypothetical protein			XJ32_09455	402		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2094224	2095057	+							XJ32_09460	834		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2094224	2095057	+	AQQ60276.1			hypothetical protein			XJ32_09460	834	277	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2096613	2097452	+							XJ32_09465	840		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2096613	2097452	+	AQQ60277.1			hypothetical protein			XJ32_09465	840	279	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2097503	2097952	+							XJ32_09470	450		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2097503	2097952	+	AQQ60278.1			GCN5 family acetyltransferase			XJ32_09470	450	149	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2098084	2098329	+				hypothetical protein			XJ32_09475	246		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2098315	2098602	+							XJ32_09480	288		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2098315	2098602	+	AQQ60752.1			hypothetical protein			XJ32_09480	288	95	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2098730	2099173	+							XJ32_09485	444		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2098730	2099173	+	AQQ60279.1			membrane protein			XJ32_09485	444	147	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2099182	2100576	-							XJ32_09490	1395		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2099182	2100576	-	AQQ60280.1			hypothetical protein			XJ32_09490	1395	464	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2100731	2101558	+							XJ32_09495	828		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2100731	2101558	+	AQQ60281.1			prephenate dehydrogenase			XJ32_09495	828	275	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2101693	2102280	+							XJ32_09500	588		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2101693	2102280	+	AQQ60282.1			HAD family hydrolase			XJ32_09500	588	195	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2102290	2103312	+							XJ32_09505	1023		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2102290	2103312	+	AQQ60283.1			hypothetical protein			XJ32_09505	1023	340	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2103350	2104690	-							XJ32_09510	1341		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2103350	2104690	-	AQQ60284.1			hypothetical protein			XJ32_09510	1341	446	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2104703	2105221	-							XJ32_09515	519		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2104703	2105221	-	AQQ60285.1			shikimate kinase			XJ32_09515	519	172	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2105878	2107587	-							XJ32_09520	1710		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2105878	2107587	-	AQQ60286.1			potassium transporter KefB			XJ32_09520	1710	569	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2108357	2109100	+							XJ32_09525	744		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2108357	2109100	+	AQQ60753.1			peptidase M24			XJ32_09525	744	247	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2109274	2110341	+							XJ32_09530	1068		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2109274	2110341	+	AQQ60287.1			glycosyl transferase family 2			XJ32_09530	1068	355	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2110352	2111336	+				hypothetical protein			XJ32_09535	985		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2111333	2112418	+							XJ32_09540	1086		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2111333	2112418	+	AQQ60288.1			aminotransferase			XJ32_09540	1086	361	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2112415	2113194	-							XJ32_09545	780		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2112415	2113194	-	AQQ60289.1			PDP protein			XJ32_09545	780	259	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2113494	2114447	-							XJ32_09550	954		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2113494	2114447	-	AQQ60290.1			chemotaxis protein CheV			XJ32_09550	954	317	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2114586	2115881	+							XJ32_09555	1296		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2114586	2115881	+	AQQ60291.1			seryl-tRNA synthetase			XJ32_09555	1296	431	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2115910	2118465	+							XJ32_09560	2556		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2115910	2118465	+	AQQ60292.1			hypothetical protein			XJ32_09560	2556	851	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2118476	2118841	+							XJ32_09565	366		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2118476	2118841	+	AQQ60293.1			methionine sulfoxide reductase B			XJ32_09565	366	121	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2119102	2119917	+							XJ32_09570	816		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2119102	2119917	+	AQQ60294.1			hypothetical protein			XJ32_09570	816	271	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2119990	2120490	-							XJ32_09575	501		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2119990	2120490	-	AQQ60295.1			peptidylprolyl isomerase			XJ32_09575	501	166	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2120602	2121537	+							XJ32_09580	936		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2120602	2121537	+	AQQ60296.1			hypothetical protein			XJ32_09580	936	311	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2121556	2121753	+							XJ32_09585	198		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2121556	2121753	+	AQQ60297.1			hypothetical protein			XJ32_09585	198	65	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2121716	2122486	+							XJ32_09590	771		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2121716	2122486	+	AQQ60298.1			hypothetical protein			XJ32_09590	771	256	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2122845	2123945	+							XJ32_09595	1101		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2122845	2123945	+	AQQ60754.1			Ni/Fe hydrogenase			XJ32_09595	1101	366	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2123995	2125758	+							XJ32_09600	1764		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2123995	2125758	+	AQQ60299.1			hydrogenase 2 large subunit			XJ32_09600	1764	587	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2125786	2126493	+							XJ32_09605	708		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2125786	2126493	+	AQQ60300.1			Ni/Fe hydrogenase			XJ32_09605	708	235	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2126509	2127048	+							XJ32_09610	540		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2126509	2127048	+	AQQ60301.1			protein hydD			XJ32_09610	540	179	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2127602	2127877	-							XJ32_09615	276		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2127602	2127877	-	AQQ60302.1			hypothetical protein			XJ32_09615	276	91	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2128083	2128952	+							XJ32_09620	870		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2128083	2128952	+	AQQ60303.1			hypothetical protein			XJ32_09620	870	289	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2129864	2130103	+							XJ32_09625	240		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2129864	2130103	+	AQQ60304.1			hypothetical protein			XJ32_09625	240	79	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2130158	2130826	+							XJ32_09630	669		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2130158	2130826	+	AQQ60305.1			hypothetical protein			XJ32_09630	669	222	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2131141	2131413	-							XJ32_09635	273		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2131141	2131413	-	AQQ60306.1			hypothetical protein			XJ32_09635	273	90	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2132034	2132666	-				tetraacyldisaccharide 4'-kinase			XJ32_09640	633		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2133267	2134667	+							XJ32_09645	1401		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2133267	2134667	+	AQQ60307.1			C4-dicarboxylate ABC transporter			XJ32_09645	1401	466	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2134924	2135808	+							XJ32_09650	885		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2134924	2135808	+	AQQ60308.1			succinate--CoA ligase			XJ32_09650	885	294	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2136135	2136749	+					hisB		XJ32_09655	615		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2136135	2136749	+	AQQ60309.1			imidazoleglycerol-phosphate dehydratase	hisB		XJ32_09655	615	204	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2136755	2137228	+							XJ32_09660	474		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2136755	2137228	+	AQQ60755.1			3-deoxy-D-manno-octulosonate 8-phosphate phosphatase			XJ32_09660	474	157	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2137461	2139959	-							XJ32_09665	2499		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2137461	2139959	-	AQQ60310.1			recombination and DNA strand exchange inhibitor protein			XJ32_09665	2499	832	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2139971	2140384	-							XJ32_09670	414		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2139971	2140384	-	AQQ60311.1			hypothetical protein			XJ32_09670	414	137	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2140511	2141611	-							XJ32_09675	1101		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2140511	2141611	-	AQQ60312.1			ABC transporter permease			XJ32_09675	1101	366	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2141668	2142045	-							XJ32_09680	378		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2141668	2142045	-	AQQ60313.1			FolB domain-containing protein			XJ32_09680	378	125	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2142265	2142891	+							XJ32_09685	627		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2142265	2142891	+	AQQ60314.1			hypothetical protein			XJ32_09685	627	208	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2143168	2145114	+							XJ32_09690	1947		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2143168	2145114	+	AQQ60315.1			chemotaxis protein			XJ32_09690	1947	648	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2145529	2146242	-							XJ32_09695	714		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2145529	2146242	-	AQQ60316.1			hypothetical protein			XJ32_09695	714	237	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2146386	2147894	-							XJ32_09700	1509		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2146386	2147894	-	AQQ60317.1			cysteinyl-tRNA synthetase			XJ32_09700	1509	502	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2147909	2149789	-							XJ32_09705	1881		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2147909	2149789	-	AQQ60318.1			integral membrane protein MviN			XJ32_09705	1881	626	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2149882	2151720	+							XJ32_09710	1839		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2149882	2151720	+	AQQ60319.1			hypothetical protein			XJ32_09710	1839	612	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2151979	2152815	-							XJ32_09715	837		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2151979	2152815	-	AQQ60320.1			hypothetical protein			XJ32_09715	837	278	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2153002	2154477	+							XJ32_09720	1476		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2153002	2154477	+	AQQ60321.1			hypothetical protein			XJ32_09720	1476	491	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2159474	2160028	-				hypothetical protein			XJ32_09725	555		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2160650	2162173	-							XJ32_09730	1524		
